DATE,TCP_Number,ESTC_Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE,,,,,,,,
1760,K102171.000,T128379,Sterne Laurence 1713-1768,London : printed for E. Cabe in Ave-Mary-Lane Ludgate-Street,6351,EXPLANATORY REMARKS UPON THE LIFE AND OPINIONS OF TRISTRAM SHANDY; WHEREIN The MORALS and POLITICS of this PIECE are clearly laid open By JEREMIAH KUNASTROKIUS M. D.,,,,,,,,
1760,K102172.000,T128380,Sterne Laurence 1713-1768,London : printed for R. Stevens at Pope's-Head in Pater-Noster-Row,12330,YORICK's MEDITATIONS UPON VARIOUS Interesting and Important SUBJECTS. VIZ.Upon NOTHING.Upon SOMETHING.Upon the THING.Upon the CONSTITUTION.On TOBACCO.On NOSES.Upon QUACKS.Upon MIDWIVES.Upon the HOMUNCULUS.Upon HOBBY-HORSES.Upon MOMUS'S GLASS.Upon DIGRESSIONS.On OBSCURITY in Writing.On NONSENSE.Upon the ASSOCIATION of IDEAS.Upon CUCKOLDS.Upon the MAN in the MOON.Upon the MONADES of LEIBNITZ.Upon Virtu.Upon CONSCIENCE.Upon DRUNKENNESS.Upon a CLOSE-STOOLMEDITATION upon MEDITATIONS.,,,,,,,,
1784,K102523.001,T128905,Brown John 1722-1787,[Glasgow : printed by John Bryce,107722,A COMPENDIOUS HISTORY OF THE CHURCH OF ENGLAND AND OF THE Protestant Churches in IRELAND and AMERICA. GIVING An ACCOUNT of the most Material Transactions since the introduction of Christianity to the present Time. WITH AN INTRODUCTORY SKETCH of the HISTORY of the WALDENSES.,,,,,,,,
1784,K102523.002,T128905,Brown John 1722-1787,[Glasgow : printed by John Bryce,117538,A COMPENDIOUS HISTORY OF THE CHURCH OF SCOTLAND. CONTAINING An ACCOUNT of the most material Transactions the introduction of Christianity to the present time.,,,,,,,,
1787,K102562.000,T128955,Cowley Mrs. (Hannah) 1743-1809,London : printed for G.G.J. and J. Robinson in Pater-Noster-Row,3555,THE SCOTTISH VILLAGE: OR PITCAIRNE GREEN. A POEM. BY MRS. COWLEY.,,,,,,,,
1765,K103261.000,T130067,Cradock Joseph 1742-1826,London : printed for T. Davies in Russel-Street Covent-Garden,20877,VILLAGE MEMOIRS: In a SERIES of LETTERS BETWEEN A CLERGYMAN and his Family in the Country and his SON in Town.,,,,,,,,
1790,K103528.001,T130421,Wilkinson Tate 1739-1803,York : printed for the author by Wilson Spence and Mawman; and sold by G. G. J. and J. Robins,55861,MEMOIRS OF HIS OWN LIFE BY TATE WILKINSON PATENTEE OF THE THEATRES-ROYAL YORK &amp; HULL.,,,,,,,,
1790,K103528.002,T130421,Wilkinson Tate 1739-1803,York : printed for the author by Wilson Spence and Mawman; and sold by G. G. J. and J. Robins,57430,MEMOIRS OF HIS OWN LIFE BY TATE WILKINSON PATENTEE OF THE THEATRES-ROYAL YORK &amp; HULL.,,,,,,,,
1790,K103528.003,T130421,Wilkinson Tate 1739-1803,York : printed for the author by Wilson Spence and Mawman; and sold by G. G. J. and J. Robins,57910,MEMOIRS OF HIS OWN LIFE BY TATE WILKINSON PATENTEE OF THE THEATRES-ROYAL YORK &amp; HULL.,,,,,,,,
1790,K103528.004,T130421,Wilkinson Tate 1739-1803,York : printed for the author by Wilson Spence and Mawman; and sold by G. G. J. and J. Robins,54594,MEMOIRS OF HIS OWN LIFE BY TATE WILKINSON PATENTEE OF THE THEATRES-ROYAL YORK &amp; HULL.,,,,,,,,
1705,K104887.000,T132188,Dampier William 1652-1715,London : printed for James Knapton at the Crown in St. Paul's Church-Yard,155912,Voyages and Descriptions VOL. II. In Three PARTS viz.1. A Supplement of the Voyage round the World describing the Countries of Tonquin Achin Malacca &amp;c. their Product Inhabitants Manners Trade Policy &amp;c.2. Two Voyages to Campeachy; with a Description of the Coasts Product Inhabitants Logwood-Cutting Trade &amp;c. of Jucatan Campeachy New-Spain3. A Discourse of Trade-Winds Breezes Storms Seasons of the ear Tides and Currents of the Torrid Zone throughout the World: With an Account of Natal in Africk its Product Negro's &amp;c.,,,,,,,,
1726,K105365.000,T132889,Dodington George Bubb Baron of Melcombe Regis 1691-1762,London : printed for J. Walthoe,1621,AN EPISTLE TO The RIGHT HONOURABLE Sir ROBERT WALPOLE.,,,,,,,,
1788,K105471.000,T133048,Cobb James 1756-1818,London : printed for C. Dilly In The Poultry,7079,THE DOCTOR AND THE APOTHECARY. A MUSICAL ENTERTAINMENT IN TWO ACTS. AS PERFORMED AT THE THEATRE-ROYAL DRURY-LANE.,,,,,,,,
1753,K105564.000,T133179,Hill Aaron 1685-1750,[London] : Sold by M. Mechell at the King's arms in Fleet-Street; and likewise to be had at the,18499,THE ROMAN REVENGE. A TRAGEDY. By AARON HILL Esq,,,,,,,,
1732,K105745.000,T133411,Arbuthnot John 1667-1735,London : printed for J. Tonson in the Strand,24600,PRACTICAL RULES OF DIET In the various Constitutions and Diseases OF HUMAN BODIES.,,,,,,,,
1779,K105759.000,T133426,Hayley William 1745-1820,London : printed for Fielding and Walker Pater Noster Row,1835,EPISTLE TO ADMIRAL KEPPEL.,,,,,,,,
1798,K106115.000,T133946,Craven Elizabeth Craven Baroness 1750-1828,[London? s.n.,1264,AIRS AND CHORUSSES IN THE PRINCESS OF GEORGIA AN OPERA: WRITTEN BY HER SERENE HIGHNESS THE MARGRAVINE OF ANSPACH AND PERFORMED AT BRANDENBURGH-HOUSE THEATRE 1798.,,,,,,,,
1781,K106443.000,T134345,Downman Hugh 1740-1809,Exeter : printed by W. Grigg Bookseller in the Fore-Street,11971,POEMS TO THESPIA.,,,,,,,,
1759,K107303.000,T135640,Goldsmith Oliver 1728-1774,London : printed for J. Wilkie at the Bible in St. Paul's Church-Yard,49349,THE BEE. BEING ESSAYS ON THE MOST INTERESTING SUBJECTS.,,,,,,,,
1721,K107398.002,T135783,Dennis John 1657-1734,London : printed for W. Mears,49195,ORIGINAL LETTERS FAMILIAR MORAL and CRITICAL,,,,,,,,
1714,K108052.000,T136769,Ellwood Thomas 1639-1713,[London? s.n.,10072,AN ANSWER To Some OBJECTIONS OF A Moderate ENQUIRER.,,,,,,,,
1765,K108982.000,T138146,Dibdin Charles 1745-1814,London : printed for T. Becket and P. A. Dehondt at Tully's-Head near Surry-Street in the Str,2176,THE Shepherd's Artifice A DRAMATIC PASTORAL. As it is perform'd at the THEATRE ROYAL in COVENT GARDEN.,,,,,,,,
1800,K108995.001,T138159,Dibdin Charles 1745-1814,London : printed for the author and sold by him at his warehouse,79949,A COMPLETE HISTORY OF THE ENGLISH STAGE.,,,,,,,,
1800,K108995.002,T138159,Dibdin Charles 1745-1814,London : printed for the author and sold by him at his warehouse,83628,A COMPLETE HISTORY OF THE STAGE.,,,,,,,,
1800,K108995.003,T138159,Dibdin Charles 1745-1814,London : printed for the author and sold by him at his warehouse,79851,A COMPLETE HISTORY OF THE STAGE.,,,,,,,,
1800,K108995.004,T138159,Dibdin Charles 1745-1814,London : printed for the author and sold by him at his warehouse,92119,A COMPLETE HISTORY OF THE STAGE.,,,,,,,,
1800,K108995.005,T138159,Dibdin Charles 1745-1814,London : printed for the author and sold by him at his warehouse,79993,A A COMPLETE HISTORY OF THE STAGE.,,,,,,,,
1767,K108999.000,T138164,Farmer Richard 1735-1797,Cambridge : printed by J. Archdeacon Printer to the University for J. Woodyer in Cambridge; a,22343,AN ESSAY ON THE LEARNING OF SHAKESPEARE: ADDRESSED TO JOSEPH CRADOCK Esq THE SECOND EDITION WITH LARGE ADDITIONS.,,,,,,,,
1714,K109300.000,T138554,Rowe Nicholas 1674-1718,London : printed for Jacob Tonson at Shakespear's Head over-against Catherine-Street in the Stra,16946,THE FAIR PENITENT. A TRAGEDY.,,,,,,,,
1707,K109981.000,T139486,Psalmanazar George 1679?-1763,London : printed for Bernard Lintott at the Cross-Keys next Nando's Coffee-House Fleetstreet,8524,A DIALOGUE Between A JAPONESE AND A FORMOSAN About some Points of The RELIGION of the TIME.,,,,,,,,
1740,K110147.000,T139693,Oldys William 1696-1761,London : printed for the booksellers in town and country,183786,THE LIFE OF Sir Walter Ralegh.,,,,,,,,
1781,K110277.000,T139872,Moore Edward 1712-1757,Edinburg : at the Apollo Press by the Martins,27899,THE POETICAL WORKS OF EDWARD MOORE.,,,,,,,,
1730,K110382.000,T140006,Hill Aaron 1685-1750,London : printed for J. Wilford at the Crown in Stationers-Court,4063,The Progress of Wit,,,,,,,,
1775,K111410.000,T142047,Marra John,London : printed for F. Newbery,73554,JOURNAL OF THE RESOLUTION's VOYAGE In 1772 1773 1774 and 1775. ON DISCOVERY TO THE SOUTHERN HEMISPHERE BY WHICH The NON-EXISTENCE of an undiscovered CONTINENT between the Equator and the 50th Degree of Southern Latitude is demonstratively proved.,,,,,,,,
1785,K111411.000,T142050,Rickman John,London : printed for E. Newbery at the corner of St. Paul's Church-Yard,127709,JOURNAL OF CAPTAIN COOK's LAST VOYAGE TO THE PACIFIC OCEAN ON DISCOVERY: PERFORMED IN THE YEARS 1776 1777 1778 1779 AND 1780.,,,,,,,,
1723,K111682.000,T142806,Addison Joseph 1672-1719,London : printed for E. Curll,16702,SERINO: OR THE CHARACTER OF A FINE GENTLEMAN; With REFERENCE to RERIGION LEARNING and the CONDUCT of LIFE.,,,,,,,,
1761,K111725.000,T142894,Ashmole Elias 1617-1692,London : printed for W. Owen at Temple-Bar; L. Davis and C. Reymers in Holborn; H. Chapelle i,22118,THE ENTIRE CEREMONIES OF THE CORONATIONS OF His Majesty King CHARLES II. and of her Majesty Queen MARY Consort to JAMES II.,,,,,,,,
1721,K111807.000,T143098,Addison Joseph 1672-1719,London : printed for E. Curll over against Catherine Street in the Strand,6694,Mr. ADDISON'S DISSERTATION Upon the most Celebrated Roman POETS ALSO AN ESSAY UPON THE Roman Elegiac POETS.,,,,,,,,
1727,K111808.000,T143099,Addison Joseph 1672-1719,London : printed for T. Warner at the Black Boy in Pater-Noster-Row,854,Mr. ADDISON's FINE ODE TO Dr. Thomas Burnet On His SACRED THEORY of the EARTH. Done into English by the Author of a late TALE call'd COFFEE.,,,,,,,,
1775,K112156.000,T143983,Burke Edmund 1729-1797,London : printed for J. Dodsley,24567,THE SPEECH OF EDMUND BURKE Esq ON MOVING HIS RESOLUTIONS FOR CONCILIATION with the COLONIES MARCH 22 1775.,,,,,,,,
1721,K112188.000,T144057,Bickerstaff Isaac Jun,London : printed for and sold by T. Bickerton at the Crown in Pater-Noster-Row,4317,THE Modern Poetasters: OR DIRECTORS no Conjurers. A FARCE. ON THE Famous Ode Writers Satyrists Panegyrists &amp;c. of the present Times; and their Patrons &amp;c. WITH The Character and True Picture of a late Director and some Others. AND An Entertaining Original Scene of Mother W_Â¢Ã‡Â«Â®Ã‡Æ’Ë˜yb_Â¢Ã‡Â«Â®Ã‡Æ’Ë˜n's Theatre as Acted in the Hundreds of Drury by several Poets Directors &amp;c. Also an EPILOGUE on the Times.,,,,,,,,
1710,K112190.000,T144059,Bickerstaff Isaac,London : printed for J. Morphew,1907,THE FAMOUS PROPHESIE OF THE White King and the Dead Man Explain'd To the Present TIMES.,,,,,,,,
1789,K112203.000,T144076,Brown John 1752-1787,Edinburgh : printed for Bell and Bradfute; and C. Elliot and T. Kay No 332 Strand London,15024,LETTERS UPON THE POETRY AND MUSIC OF THE ITALIAN OPERA; ADDRESSED TO A FRIEND.,,,,,,,,
1792,K112277.000,T144231,Barbauld Mrs. (Anna Letitia) 1743-1825,London : printed for J. Johnson No. 72 st. Paul's Church-Yard,13228,REMARKS ON MR. GILBERT WAKEFIELD's ENQUIRY INTO THE EXPEDIENCY AND PROPRIETY OF PUBLIC OR SOCIAL WORSHIP.,,,,,,,,
1726,K112507.000,T144534,Chetwood W. R. (William Rufus) d. 1766,London : printed for John Watts at the printing-office in Wild-Court near Lincolns-Inn Fields,111349,THE VOYAGES AND ADVENTURES OF Captain Robert Boyle In several Parts of the World. Intermix'd with The STORY of Mrs. VILLARS an English Lady with whom he made his surprizing Escape from Barbary; The HISTORY of an Italian Captive; and the LIFE of Don Pedro Aquilio &amp;c. Full of various and amazing Turns of Fortune. To which is added The Voyage Shipwreck and Miraculous Preservation of Richard Castelman Gent. With a Description of the City of Philaelphia and the Country of Pensylvania.,,,,,,,,
1792,K112609.001,T144686,,London : printed for G. Riebau No. 439 Strand,149324,THE BEAUTIES OF BIOGRAPHY A SELECTION OF THE LIVES OF EMINENT MEN CAREFULLY DIGESTED FROM CORRECT AND APPROVED PVBLICATIONS; Amongst which are the Lives of PETER ABELARDJOSEPH ADDISONALFRED THE GREATAECHYLUSMARK AIKENSIDEALI BEYDR. AMORYBP. ATTERBURYDR. ARBUTHNOTASHMOLESIR GEORGE ASCUE &amp;c.,,,,,,,,
1716,K112771.000,T144899,Crawford George fl. 1710,Edinburgh : printed for the author: sold by George Stewart at the Book and Angel in the Parliam,287994,THE PEERAGE OF SCOTLAND: Containing an Historical and Genealogical ACCOUNT OF THE NOBILITY of that Kingdom.,,,,,,,,
1774,K113187.003,T145505,Warton Thomas 1728-1790,London : printed for and sold by J. Dodsley Pall Mall; J. Walter Charing Cross; T. Becket St,187958,THE HISTORY OF ENGLISH POETRY FROM THE CLOSE of the ELEVENTH TO THE COMMENCEMENT of the EIGHTEENTH CENTURY. TO WHICH ARE PREFIXED TWO DISSERTATIONS. I. ON THE ORIGIN OF ROMANTIC FICTION IN EUROPE. II. ON THE INTRODUCTION OF LEARNING INTO ENGLAND.,,,,,,,,
1774,K113187.004,T145505,Warton Thomas 1728-1790,London : printed for and sold by J. Dodsley Pall Mall; J. Walter Charing Cross; T. Becket St,34964,SECT. XLIV.,,,,,,,,
1776,K113231.000,T145570,Carey George Saville 1743-1807,London : printed for J. Bew No. 28 Pater-Noster-Row,6886,A LECTURE ON MIMICRY As it was delivered with great Applause at the Theatres in Covent-Garden and the Hay-Market and the great Room in Panton-Street. In the Course of which were introduced A GREAT VARIETY OF THEATRICAL IMITATIONS. To which is added JERRY SNEAK's RETURN FROM THE REGATTA; AND A LECTURE ON LECTURES. BY GEORGE SAVILLE CAREY.,,,,,,,,
1780,K113255.000,T145600,Warton Thomas 1728-1790,London : printed for Thomas Cadell in the Strand,98862,THE LIFE OF SIR THOMAS POPE FOUNDER OF TRINITY COLLEGE OXFORD. CHIEFLY COMPILED FROM ORIGINAL EVIDENCES.,,,,,,,,
1767,K113547.001,T146028,,London : printed for William Griffin,50429,THE BEAUTIES OF ENGLISH POESY. SELECTED BY OLIVER GOLDSMITH. IN TWO VOLUMES.,,,,,,,,
1767,K113547.002,T146028,,London : printed for William Griffin,45928,THE BEAUTIES OF ENGLISH POESY. SELECTED BY OLIVER GOLDSMITH. IN TWO VOLUMES.,,,,,,,,
1782,K113548.000,T146029,Goldsmith Oliver 1728-1774,London : printed for G. Kearsley fleetstreet-,53664,The BEAUTIES of GOLDSMITH: or the Moral and Sentimental Treasury of Genius.,,,,,,,,
1762,K113552.001,T146033,Goldsmith Oliver 1728-1774,London : printed for the author; and sold by J. Newbery and W. Bristow in St. Paul's Church-Yar,75566,THE CITIZEN of the WORLD; OR LETTERS FROM A CHINESE PHILOSOPHER Residing in LONDON TO HIS FRIENDS in the EAST.,,,,,,,,
1762,K113552.002,T146033,Goldsmith Oliver 1728-1774,London : printed for the author; and sold by J. Newbery and W. Bristow in St. Paul's Church-Yar,64662,THE CITIZEN of the WORLD; OR LETTERS FROM A CHINESE PHILOSOPHER Residing in LONDON TO HIS FRIENDS in the EAST.,,,,,,,,
1787,K113570.000,T146056,Goldsmith Oliver 1728-1774,London : printed for J. F. and C. Rivington L. Davis T. Longman B. Law G. G.J. and J. Robins,96515,DR. GOLDSMITH's HISTORY OF GREECE ABRIDGED FOR THE USE OF SCHOOLS.,,,,,,,,
1772,K113571.000,T146057,Goldsmith Oliver 1728-1774,London : printed for S. Baker and G. Leigh in York-Street; T. Davies in Russel-Street Covent-,96517,DR. GOLDSMITH's ROMAN HISTORY ABRIDGED by HIMSELF For the USE of SCHOOLS.,,,,,,,,
1765,K113578.000,T146065,Goldsmith Oliver 1728-1774,London : printed for W. Griffin in Fetter Lane,44095,ESSAYS BY MR. GOLDSMITH. Collecta revirescunt.,,,,,,,,
1776,K113595.000,T146083,Goldsmith Oliver 1728-1774,London : printed for J. Ridley in St. James's Street; and G. Kearsly in Fleet Street,1259,THE HAUNCH OF VENISON A POETICAL EPISTLE TO LORD CLARE.,,,,,,,,
1771,K113598.001,T146088,Goldsmith Oliver 1728-1774,London : printed for T. Davies; Becket and De Hondt; and T. Cadell,84433,THE HISTORY OF ENGLAND FROM The EARLIEST TIMES to the DEATH of GEORGE II. By Dr. GOLDSMITH. IN FOUR VOLUMES.,,,,,,,,
1771,K113598.002,T146088,Goldsmith Oliver 1728-1774,London : printed for T. Davies; Becket and De Hondt; and T. Cadell,92541,THE HISTORY OF ENGLAND FROM The EARLIEST TIMES to the DEATH of GEORGE II. By Dr. GOLDSMITH. IN FOUR VOLUMES.,,,,,,,,
1771,K113598.003,T146088,Goldsmith Oliver 1728-1774,London : printed for T. Davies; Becket and De Hondt; and T. Cadell,96259,THE HISTORY OF ENGLAND FROM The EARLIEST TIMES to the DEATH of GEORGE II. By Dr. GOLDSMITH. IN FOUR VOLUMES.,,,,,,,,
1771,K113598.004,T146088,Goldsmith Oliver 1728-1774,London : printed for T. Davies; Becket and De Hondt; and T. Cadell,87779,THE HISTORY OF ENGLAND FROM The EARLIEST TIMES to the DEATH of GEORGE II. By Dr. GOLDSMITH. IN FOUR VOLUMES.,,,,,,,,
1770,K113620.000,T146114,Goldsmith Oliver 1728-1774,London : printed for T. Davies in Russel-Street Covent-Garden,14826,THE LIFE OF HENRY ST. JOHN LORD VISCOUNT BOLINGBROKE.,,,,,,,,
1762,K113622.000,T146116,Goldsmith Oliver 1728-1774,London : printed for J. Newbery in St. Paul's Church-Yard; and W. Frederick at Bath,39490,THE LIFE OF RICHARD NASH Of BATHEsq Extracted principally from His ORIGINAL PAPERS.,,,,,,,,
1775,K113624.000,T146118,Goldsmith Oliver 1728-1774,London : printed for W. Griffin Catherine-Street in the Strand,55948,THE MISCELLANEOUS WORKS OF OLIVER GOLDSMITH M.B. CONTAINING ALL HIS ESSAYS AND POEMS.,,,,,,,,
1763,K113639.000,T146140,Goldsmith Oliver 1728-1774,London : printed for J. Newbery in St. Paul's Church-Yard,70860,THE MARTIAL REVIEW; OR A GENERAL HISTORY OF THE LATE WARS; TOGETHER WITH THE DEFINITIVE TREATY AND SOME Reflections on the probable Consequences OF THE PEACE.,,,,,,,,
1769,K113641.001,T146144,Goldsmith Oliver 1728-1774,London : printed for S. Baker and G. Leigh T. Davies; and L. Davis,115664,THE ROMAN HISTORY From the FOUNDATION of the CITY OF ROME To the DESTRUCTION of the WESTERN EMPIRE. BY DR. GOLDSMITH. IN TWO VOLUMES.,,,,,,,,
1769,K113641.002,T146144,Goldsmith Oliver 1728-1774,London : printed for S. Baker and G. Leigh T. Davies; and L. Davis,110946,THE ROMAN HISTORY From the FOUNDATION of the CITY OF ROME To the DESTRUCTION of the WESTERN EMPIRE. BY Dr. GOLDSMITH. IN TWO VOLUMES.,,,,,,,,
1765,K113646.000,T146158,Goldsmith Oliver 1728-1774,London : printed for J. Newbery in St. Paul's Church-Yard,4351,THE TRAVELLER OR A PROSPECT of SOCIETY. A POEM. INSCRIBED TO THE REV. MR. HENRY GOLDSMITH. BY OLIVER GOLDSMITH M. B.,,,,,,,,
1766,K113660.001,T146176,Goldsmith Oliver 1728-1774,Salisbury : printed by B. Collins for F. Newbery in Pater-Noster-Row London,30938,THE VICAR OF WAKEFIELD: A TALE. Supposed to be written by HIMSELF.,,,,,,,,
1766,K113660.002,T146176,Goldsmith Oliver 1728-1774,Salisbury : printed by B. Collins for F. Newbery in Pater-Noster-Row London,30114,THE VICAR OF WAKEFIELD: A TALE. Supposed to be written by HIMSELF.,,,,,,,,
1788,K113914.000,T146564,Dibdin Charles 1745-1814,Sheffield : printed for the author by J. Gales and sold by all the booksellers throughout the K,128918,THE MUSICAL TOUR OF Mr. DIBDIN; IN WHICH_Â¢Ã‡Â«Â®Ã‡Æ’Ë˜PREVIOUS TO HIS EMBARKATION FOR INDIA_Â¢Ã‡Â«Â®Ã‡Æ’Ë˜HE FINISHED HIS CAREER AS A PUBLIC CHARACTER.,,,,,,,,
1763,K113952.001,T146609,,London : printed by Dryden Leach; for J. Coote at the King's Arms in Pater-Noster-Row,18841,THE POETICAL CALENDAR.,,,,,,,,
1763,K113952.002,T146609,,London : printed by Dryden Leach; for J. Coote at the King's Arms in Pater-Noster-Row,19305,THE POETICAL CALENDAR.,,,,,,,,
1763,K113952.003,T146609,,London : printed by Dryden Leach; for J. Coote at the King's Arms in Pater-Noster-Row,20070,THE POETICAL CALENDAR.,,,,,,,,
1763,K113952.004,T146609,,London : printed by Dryden Leach; for J. Coote at the King's Arms in Pater-Noster-Row,20476,THE POETICAL CALENDAR.,,,,,,,,
1763,K113952.005,T146609,,London : printed by Dryden Leach; for J. Coote at the King's Arms in Pater-Noster-Row,19055,THE POETICAL CALENDAR.,,,,,,,,
1763,K113952.006,T146609,,London : printed by Dryden Leach; for J. Coote at the King's Arms in Pater-Noster-Row,17299,THE POETICAL CALENDAR.,,,,,,,,
1763,K113952.007,T146609,,London : printed by Dryden Leach; for J. Coote at the King's Arms in Pater-Noster-Row,19003,THE POETICAL CALENDAR.,,,,,,,,
1763,K113952.008,T146609,,London : printed by Dryden Leach; for J. Coote at the King's Arms in Pater-Noster-Row,17274,THE POETICAL CALENDAR.,,,,,,,,
1763,K113952.009,T146609,,London : printed by Dryden Leach; for J. Coote at the King's Arms in Pater-Noster-Row,21031,THE POETICAL CALENDAR.,,,,,,,,
1763,K113952.010,T146609,,London : printed by Dryden Leach; for J. Coote at the King's Arms in Pater-Noster-Row,19340,THE POETICAL CALENDAR.,,,,,,,,
1763,K113952.011,T146609,,London : printed by Dryden Leach; for J. Coote at the King's Arms in Pater-Noster-Row,18002,THE POETICAL CALENDAR.,,,,,,,,
1763,K113952.012,T146609,,London : printed by Dryden Leach; for J. Coote at the King's Arms in Pater-Noster-Row,18944,THE POETICAL CALENDAR.,,,,,,,,
1770,K114072.000,T146779,Goldsmith Oliver 1728-1774,London : printed for T. Davies in Russel-Street Covent-Garden,8220,THE LIFE OF THOMAS PARNELL D.D. ARCHDEACON of CLOGHER. COMPILED FROM ORIGINAL PAPERS and MEMOIRS: IN WHICH ARE INCLUDED SEVERAL LETTERS Of Mr. POPE Mr. GAY Dr. ARBUTHNOT &amp;c. &amp;c.,,,,,,,,
1764,K114081.000,T146792,Goldsmith Oliver 1728-1774,[London? s.n.,2272,A PROSPECT of SOCIETY.,,,,,,,,
1776,K114088.001,T146800,Goldsmith Oliver 1728-1774,London : printed for T. Carnan and F. Newbery jun. at Number 65 in St. Paul's Church Yard,69331,A SURVEY OF EXPERIMENTAL PHILOSOPHY Considered in its PRESENT STATE OF IMPROVEMENT. ILLUSTRATED WITH CUTS. IN TWO VOLUMES.,,,,,,,,
1776,K114088.002,T146800,Goldsmith Oliver 1728-1774,London : printed for T. Carnan and F. Newbery jun. at Number 65 in St. Paul's Church Yard,65882,A SURVEY OF EXPERIMENTAL PHILOSOPHY Considered in its PRESENT STATE OF IMPROVEMENT. ILLUSTRATED WITH CUTS.,,,,,,,,
1792,K114161.000,T146901,Carey George Saville 1743-1807,London : printed for Alex. Hogg at the King's Arms No. 16 Pater-Noster-Row; and sold by T. Le,13004,THE DUPES OF FANCY OR EVERY MAN HIS HOBBY; A NEW FARCE: IN TWO ACTS. AS PERFORMED AT THE KING's THEATRE-ROYAL IN THE HAY-MARKET WITH GREAT APPLAUSE.,,,,,,,,
1757,K114616.000,T147623,Brown John 1715-1766,London : printed for L. Davis and C. Reymers in Holborn; Printers to the Royal Society,25286,AN ESTIMATE OF THE MANNERS AND PRINCIPLES OF THE TIMES. By the AUTHOR of ESSAYS on the CHARACTERISTICS &amp;c.,,,,,,,,
1717,K114699.000,T147756,Whiston William 1667-1752,[London s.n.,4855,THE CAUSE OF THE DELUGE DEMONSTRATED.,,,,,,,,
1732,K114954.000,T148702,Palmer Samuel d. 1732,London : printed by the author and sold by his widow at his late Printing-House in Bartholomew-,141563,THE General History OF PRINTING FROM Its first Invention in the City of MENTZ TO Its first PROGRESS and PROPAGATION thro' the most celebrated Cities in Europe. Particularly Its Introduction Rise and Progress here in England. THE Character of the most celebrated PRINTERS from the first Inventors of the Art to the Years 1520 and 1550; with an Account of their Works and of the most considerable Improvements which they made to it during that Interval.,,,,,,,,
1788,K115467.000,T150335,Mason William 1725-1797,London : printed for J. Robson &amp;#38; W. Clarke Booksellers New-Bond Street,692,SECULAR ODE IN COMMEMORATION OF THE GLORIOUS REVOLUTION M DC LXXXVIII.,,,,,,,,
1800,K116198.000,T153168,Hayley William 1745-1820,London : printed for A. Cleugh 14 Ratcliff-Highway. by J. Skirven Ratcliff-Highway,29164,ANECDOTES OF PHILIP LATE EARL OF CHESTERFIELD AND Dr. Johnson; A COMPARATIVE VIEW OF THEIR LIVES CHARACTERS AND MERIT AND Extracts from their Writings.,,,,,,,,
1756,K116684.000,T154633,Bickerstaff Isaac 1735-1812,London : printed for R. and J. Dodsley in Pall-Mall; and sold by M. Cooper in Pater-Noster-Row,8368,LEUCOTHOE. A DRAMATIC POEM.,,,,,,,,
1794,K116972.000,T155370,Sheridan Richard Brinsley 1751-1816,London : printed by C. Lowndes No. 66 Drury-Lane next the Stage-Door and sold in the Theatre,1211,SONGS DUETTS CHORUSES &amp;c. IN A NEW AND APPROPRIATE ENTERTAINMENT CALLED THE Glorious First of June. PERFORMED FOR THE FIRST TIME BY THEIR MAJESTIES SERVANTS AT THE THEATRE ROYAL DRURY LANE For the BENEFIT of the WIDOWS and ORPHANS of the brave Men who fell in the Engagements under EARL HOWE.,,,,,,,,
1720,K117258.000,T160256,Hearty Well-Wisher to Publick Credit,London : printed for J. Roberts near the Oxford-Arms in Warwick-Lane,2584,THE SOUTH-SEA SCHEME EXAMIN'D: AND The Reasonableness thereof DEMONSTRATED.,,,,,,,,
1785,K118131.000,T164062,Told Silas 1711-1779,London : printed and sold by Gilbert and Plummer (no. 13) Cree-Church-Lane Leadenhall-Street; a,44971,AN ACCOUNT OF THE LIFE AND DEALINGS OF GOD WITH SILAS TOLD Late PREACHER of the GOSPEL; WHEREIN IS SET FORTH The wonderful Display of DIVINE PROVIDENCE towards him when at SEA; His various SUFFERINGS abroad; TOGETHER WITH MANY Instances of the Sovereign Grace of GOD in the Conversion of several MALEFACTORS under Sentence of Death who were greatly blessed under his Ministry.,,,,,,,,
1790,K119722.000,T171024,Sheridan Richard d. 1793,[Dublin] : London printed and Dublin re-printed for J. Moore No. 45 College-Green,4253,MR. SHERIDAN's ARGUMENT IN THE CASE OF DALY AGAINST MAGEE ON A MOTION TO DISCHARGE THE DEFENDANT ON COMMON BAIL.,,,,,,,,
1719,K120000.000,T172488,Addison Joseph 1672-1719,London : printed: and sold by J[ames]. Roberts in Warwick-Lane; and A[nne]. Dodd at the Peacock,5031,THE OLD WHIG. NUMB. II. WITH REMARKS UPON THE PLEBEIAN No II.,,,,,,,,
1770,K120993.000,T176613,Carey Henry 1687?-1743,London : printed in the year 1770. Sold by J. Bell near Exeter Exchange in the Strand; J. Coope,758,TRUE-BLUE; OR THE PRESS-GANG A MUSICAL INTERLUDE? As revived at the THEATRE-ROYAL In COVENT-GARDEN.,,,,,,,,
1725,K121415.000,T177908,H. D,London : printed for T. Warner at Black Boy in Pater-Noster-Row,19083,THE LIFE OF JONATHAN WILD FROM HIS BIRTH to his DEATH.,,,,,,,,
